"N","qN","R","qR","phiN","Chi","Nu","Gamma","Mu","Sigc","taninv","K","sigK","M","sigM","error"
0.00002059282596097087304,0.000034825310178042684329,0.517100795676015,0.27797885661040567,0.000023367109760232750351,0.5513026553228566,-0.0005086231934772392,1,0.5,0.2886751345948129,1,0.5,0.1,1,0.1,1.0601885821831743422e-20
0.08248044454642997188,0.23085729756051332736,0.9979391355087088,1.0289754728499236,0.05270257830105255064,0.9998828184234363,-0.6325050575524589,1,0.5,0.2886751345948129,1,1.,0.1,1,0.1,8.5671127971992624038e-21
0.40833318697312746017,1.8704131630244854103,1.22363233843221,1.616084177748046,0.15372916662111037805,0.8953835832746119,-2.0602901749735834,1,0.5,0.2886751345948129,1,1.5,0.1,1,0.1,4.2931876507247094365e-17
0.83020537104079881123,5.472218840767040058,1.3337866626687669,1.9910159525480406,0.21354040862436230409,0.7362377813838374,-3.4805126391040178,1,0.5,0.2886751345948129,1,2.,0.1,1,0.1,3.5151091169550244169e-16
0.043213407704013195949,0.061449401141836245666,0.49862292786276363,0.26295368171368905,0.054307680788469717044,0.49894952245113205,-0.32653211404038585,1,1.,0.5773502691896258,1,0.5,0.1,1,0.1,5.0792667537055125763e-20
0.41654757575680734326,1.376263754534346169,0.6666634438233638,0.4993761046428164,0.2137355822473598138,0.36783865825699147,-1.743173895262793,1,1.,0.5773502691896258,1,1.,0.1,1,0.1,7.6863573740750806112e-18
0.8845170226891444318,4.7904123156429108939,0.720768149858836,0.608879693431254,0.27256129305455680673,0.26182720512387947,-3.1229905187919487,1,1.,0.5773502691896258,1,1.5,0.1,1,0.1,2.6812512563593337395e-14
1.3756976492111903175,10.425958800613122711,0.7475019732567805,0.6710138634228134,0.30071585615104049812,0.20133239561982152,-4.480886276030103,1,1.,0.5773502691896258,1,2.,0.1,1,0.1,4.9324760187840920442e-12
0.13941068323093601374,0.21597617314873658391,0.4071661838257348,0.18287136084948122,0.15512083937648758181,0.29720090592138637,-0.6959190961888434,1,1.5,0.8660254037844388,1,0.5,0.1,1,0.1,3.5708644174018301193e-19
0.59073530207284210422,2.1359632148150049059,0.48041529947088024,0.27116158535732604,0.27265080326421777814,0.1744837116390492,-2.083486194426711,1,1.5,0.8660254037844388,1,1.,0.1,1,0.1,1.8023130980611819695e-15
1.0841157930279334206,6.2680676933276870993,0.5042249734127157,0.3082261606428615,0.30988765572801734636,0.12018196531587977,-3.43798289439435,1,1.5,0.8660254037844388,1,1.5,0.1,1,0.1,1.2205338391625332327e-11
1.6092066389252483373,13.199427092119656854,0.5125121802504733,0.3250616507363862,0.32311908460038177704,0.08796933461359674,-4.89745032204953,1,1.5,0.8660254037844388,1,2.,0.1,1,0.1,9.6447599902297535613e-13
0.21114777686940245931,0.35227736318234958572,0.3328808124706516,0.12645554016133215,0.21450913074016798605,0.18337011786532637,-0.8773613167074658,1,2.,1.1547005383792517,1,0.5,0.1,1,0.1,2.0343506411016635041e-18
0.68925284544267201689,2.6162314123529928889,0.3736663273889253,0.16817727613230102,0.30081339969279717253,0.10062685480014286,-2.2420461239466025,1,2.,1.1547005383792517,1,1.,0.1,1,0.1,1.1079646681213789091e-13
1.2075982322169040628,7.4337656163843110697,0.3843407627138536,0.1829386082122214,0.32309752152180308191,0.06594869009230693,-3.6744193220847587,1,2.,1.1547005383792517,1,1.5,0.1,1,0.1,8.7687444254136635978e-14
1.7524149750172712341,15.329193973144103165,0.3870419262490735,0.18884488273913674,0.32941046999958622584,0.04739629489657625,-5.212598432826788,1,2.,1.1547005383792517,1,2.,0.1,1,0.1,1.8331275835612204852e-12
0.26156151579963984267,0.45943048056855589928,0.27932412084856256,0.09123069310621748,0.24999964889182429311,0.12242956304307596,-0.9801540451945789,1,2.5,1.4433756729740645,1,0.5,0.1,1,0.1,5.5041497804547485343e-18
0.75207684861077118686,2.9405984954919503531,0.30533131116776213,0.11405977994281272,0.31715180201840067372,0.06525422067893284,-2.332919823192069,1,2.5,1.4433756729740645,1,1.,0.1,1,0.1,1.864298951438400766e-8
1.293208827321766082,8.3822304680510544604,0.30918960260678907,0.12015144252507307,0.32817212828239509261,0.04077527242422357,-3.8631899239493346,1,2.5,1.4433756729740645,1,1.5,0.1,1,0.1,2.580401652222060807e-13
1.8409869081144433017,16.72391202103237735,0.3108162194294114,0.12315152592023906,0.33292645115412332026,0.029568535830750645,-5.404552239877421,1,2.5,1.4433756729740645,1,2.,0.1,1,0.1,4.3347559712298005326e-12
0.29820925726928584111,0.54328587085100858905,0.23995076915147184,0.06852735911835833,0.27313266743592779038,0.08706236044349934,-1.0457357463645531,1,3.0000000000000004,1.7320508075688779,1,0.5,0.1,1,0.1,9.6972226762768753452e-17
0.80638949114736596118,3.3154653786150463815,0.2561450478321663,0.0814222871307884,0.32303539997788371433,0.04391204036886349,-2.452139908662627,1,3.0000000000000004,1.7320508075688779,1,1.,0.1,1,0.1,2.8818542866408434003e-15
1.3517420506317608382,9.0624873784789535418,0.2585542179310985,0.08485406290412674,0.33136289464282118622,0.02767870380067671,-3.9905878183346584,1,3.0000000000000004,1.7320508075688779,1,1.5,0.1,1,0.1,1.7279269071077914657e-13
1.9011666063246757994,17.705681742696910745,0.25963839054008353,0.0865778527355852,0.33516476480127957462,0.020188693500378427,-5.533869156268036,1,3.0000000000000004,1.7320508075688779,1,2.,0.1,1,0.1,8.013804115113378588e-12
