phi_R,phi_N,mean_R,mean_N,mean_R_s,mean_N_s,mean_Growth,q_R,q_N,q_R_s,q_N_s,q_Growth,Survive,Survive_bar,phi_R_bar,phi_N_bar,mean_R_bar,mean_N_bar,q_R_bar,q_N_bar,var_R,var_N,mean_Dominator,q_Dominator,power,power_bar,opti_f,opti_f_bar,lam_min,lam_min_cor,lam_min_ran,nu,nu_threshold,chi,dynamics,size,K,mu,epsilon,sample_size
0.25512999999999997,0.043910000000000005,0.02546480722319483,0.007181141313925899,0.09981110501781382,0.1635422754253222,-0.49628909310042535,0.0038586306328706964,0.002117084770259239,0.015124174471331076,0.04821418287996446,0.31197913965182167,21.955,3.199214747402869,0.03431884467752375,0.006398429494805738,0.001622842060053147,0.0009041956979893446,0.0003497036999823247,0.0006304072479783559,0.003210174225956221,0.0020655159796886657,1.8533478011985764,3.6597762790312927,3.3106300597509746,0.4151099679853125,0.9277691315549665,0.13398825519455215,0.14408330429076163,0.0056765114161832116,0.005513371231438681,-0.05500681889340962,-0.05500681889340962,0.03558,quadratic,500,0.0,1.0,0.2,1000
0.25194000000000005,0.043344,0.024491436144143727,0.0070250712023109336,0.09721138423491199,0.16207713183626185,-0.4908177499811049,0.003620596814720244,0.002041565724086149,0.014370869313012005,0.04710146096544271,0.30527586311448784,21.672,3.082598903522805,0.03225269601134144,0.00616519780704561,0.0015259530675860058,0.0008626182311118196,0.0002982697359562015,0.0005730176573209987,0.0030207663703175746,0.0019922140986886106,1.8715443912089544,3.726725706824252,3.2317115839589525,0.3944442667573609,0.9322642323798275,0.1363792930742799,0.14428598947381438,0.005930256169715486,0.00575580548166673,-0.0539227841624028,-0.0539227841624028,0.03522000000000001,quadratic,500,0.0,1.0,0.21,1000
0.24670000000000003,0.042634,0.023497715202472732,0.006778303515085371,0.09524813620783436,0.15898821398614646,-0.48827866006125503,0.0034267539533982304,0.0019457505843228024,0.013890368680171183,0.045638471274635314,0.30197555231101414,21.317,3.1023396010108244,0.03188275395884113,0.006204679202021649,0.0014527623965956441,0.0008904298701112723,0.00031033401103193844,0.0006036099641985573,0.0028746113336617124,0.0018998051857801836,1.874620309528313,3.736479259475937,3.1137352172269757,0.4143499944161119,0.9369259119886743,0.13729062705775466,0.14419044754684063,0.005937741698010551,0.0059085470695370065,-58235808180.58924,-0.05280783717143225,0.03354000000000001,quadratic,500,0.0,1.0,0.22,1000
0.24081000000000002,0.04160600000000001,0.022560633853284225,0.006637894087007306,0.09368644928900056,0.15954175087745298,-0.48568084544109946,0.003245937330434758,0.0019018513950934555,0.013479246420143512,0.0457109886817636,0.29847916628951077,20.803,3.1799671381949843,0.03283662436974909,0.006359934276389969,0.0015033445571816426,0.0008699085104845307,0.0002920278962381831,0.0005861242877956484,0.002736955130572804,0.001857789757183129,1.8925370878267826,3.8033946548636544,3.0364294992371206,0.39723310773985065,0.9370898536300631,0.13901193833612385,0.15064134495232392,0.005930372213342295,0.0060295113449243196,-0.05551920259311179,-0.05551920259311179,0.03282282282282283,quadratic,500,0.0,1.0,0.23,1000
0.23873000000000003,0.041002000000000004,0.021810031057264215,0.006473912951711121,0.09135856849689696,0.15789261381667039,-0.4809550383892402,0.0030794260676386075,0.0018382130555865425,0.01289920021630548,0.04483227783002152,0.2930485413042477,20.501,3.1918645021366427,0.03364947399291704,0.006383729004273286,0.00144576266156283,0.0008163834902239353,0.0002951212815549097,0.000546136544485724,0.0026037486129197778,0.0017963015066802094,1.9040957021516067,3.844581541171205,2.961170816718491,0.3758249277499749,0.9339654176465461,0.13849823206795703,0.1548349947835814,0.006507400150466257,0.006304072307659451,-0.051380468464984855,-0.051380468464984855,0.03372,quadratic,500,0.0,1.0,0.24,1000
0.23357999999999998,0.040310000000000006,0.021028689659834517,0.006324604915302217,0.09002778345677934,0.1568991544356789,-0.4793184345542708,0.002947289909776129,0.00180389090974436,0.012617903543865612,0.044750456704151814,0.290623055022003,20.155,3.1826050650371305,0.032676958242774064,0.006365210130074262,0.0014095222012027876,0.0007921865145546846,0.00027002591816528086,0.0005589733132046054,0.002505084120966498,0.001763890282409695,1.9136074441669535,3.8814564327556993,2.8845582051281498,0.35796506505554276,0.9380807259009168,0.14050169606654672,0.15228731789933087,0.006093399021093184,0.00620220233114468,-0.052809846434279335,-0.052809846434279335,0.03203,quadratic,500,0.0,1.0,0.25,1000
0.23154000000000002,0.03989,0.020339481197777745,0.0061615098386300065,0.08784435172228447,0.15446251788994758,-0.4756339764328694,0.0028101449674289504,0.0017230044496517713,0.01213675808684871,0.04319389445103464,0.28618669073475345,19.945,2.9715273850328217,0.03107777984348303,0.005943054770065644,0.0012942456648757671,0.0007627344125466225,0.00027819093501163365,0.0005367151011045203,0.002396450472034196,0.001685040246160237,1.9216553932865135,3.9074504214469448,2.8098365013560405,0.3472393519352419,0.9371604720744695,0.13828955951956784,0.1613615457657576,0.006500217790287128,0.0064739607806062515,-403935258174.53064,-0.05494888555367646,0.03210000000000001,quadratic,500,0.0,1.0,0.26,1000
0.22687000000000002,0.039420000000000004,0.019699183135151444,0.0060551358670238595,0.08683026903138998,0.15360567902140693,-0.4719265001846714,0.002698329188265747,0.0016853203693291807,0.011893724107487756,0.04275292666994371,0.2820712557280947,19.71,2.9431105993489273,0.030487753278980727,0.005886221198697854,0.0012754646997351078,0.0007672618330217988,0.00028319263875462697,0.0005230635481395386,0.002310271372073512,0.001648655698961062,1.9345067343040205,3.95715204485402,2.7585115167237064,0.3481823320286232,0.9465191227391209,0.13618648902219904,0.14866924482477986,0.005897065823249205,0.005767251734425014,-0.05284295235764728,-0.05284295235764728,0.029769999999999998,quadratic,500,0.0,1.0,0.27,1000
0.22302000000000002,0.038686,0.019097474573234786,0.005939991846126255,0.08563121950154598,0.15354370692566446,-0.4689543002597633,0.0025884153797280252,0.0016413257900178481,0.01160620294022072,0.042426867342652344,0.27846350920944224,19.343,2.912619267944233,0.03094316725870188,0.005825238535888466,0.0012840300221058528,0.0007469244826185362,0.0002875792439257149,0.0005142338314797517,0.002223701844652676,0.0016060422868858018,1.946931691001175,4.002520572218131,2.6980431351352734,0.3416832313117115,0.9427493447954673,0.13726181212366084,0.1555711835928177,0.0060456886741720554,0.0060797054470487135,-0.059351676068633626,-0.059351676068633626,0.02959,quadratic,500,0.0,1.0,0.28,1000
0.21846000000000002,0.037924000000000006,0.018458166456702767,0.005804335652415532,0.0844922020356256,0.15305177862080832,-0.4688006528332073,0.0024973316480655806,0.0016207297016866188,0.011431528188526871,0.042736254131595264,0.27797494638962805,18.962,3.0332418301216935,0.03135009409874235,0.006066483660243388,0.001253196735436328,0.0007207270622654889,0.000291784016061808,0.0005116903971727527,0.0021566277391222334,0.0015870393893207167,1.9551029217139952,4.0355469378442015,2.630134601468009,0.32745816167893615,0.9446716967948315,0.13708013605222197,0.1596947225368035,0.006589751479015494,0.006699389835511761,-0.0502420309142304,-0.0502420309142304,0.028840000000000005,quadratic,500,0.0,1.0,0.29,1000
0.21469,0.03756,0.01792679004561928,0.005721305389755361,0.08350081534127943,0.15232442464737378,-0.46608674353397667,0.002400215257569486,0.001583303588490992,0.01117991176845445,0.04215398265417976,0.27477012332067186,18.78,3.0564031147739654,0.03168444255466711,0.006112806229547931,0.0012391490520820175,0.000677992975435301,0.00027969498378007334,0.00048566245794430025,0.0020788454562297716,0.0015505702531281482,1.969630900908331,4.08973534906357,2.590912652908153,0.31149871258236933,0.9496298096801847,0.1266847337791149,0.15622683023115416,0.006527728658848006,0.006494682656988829,-429294390057.9965,-0.07064698237086946,0.0269,quadratic,500,0.0,1.0,0.3,1000
0.21379,0.037226,0.017469862489584723,0.0056174340931983025,0.08171505912149643,0.1509008245097056,-0.4629008101200798,0.0023347309933809458,0.0015433617895954906,0.010920674462701466,0.0414592432599659,0.2714922996326845,18.613,3.032034135691747,0.031207946103516647,0.006064068271383494,0.0012720037564446756,0.000675082492895579,0.0003116390045440253,0.0004896333955502898,0.0020295348979759466,0.001511806223804064,1.9802936218422984,4.129437245166643,2.5412163540823127,0.3040807809706177,0.9505265742812933,0.13031735488367485,0.15949670526748885,0.006296356671607689,0.006179337816675604,-0.06541207308003572,-0.06541207308003572,0.027660000000000004,quadratic,500,0.0,1.0,0.31,1000
0.21069000000000002,0.036590000000000004,0.01701017316536035,0.005511673666424762,0.0807355506448353,0.1506333333267221,-0.45905170749518104,0.002246094448927095,0.001498430590863043,0.010660659969277585,0.04095191557428378,0.26707697228677246,18.295,3.020591829426809,0.031944074567906953,0.006041183658853619,0.0012061301191387895,0.0006903509137171845,0.0002912358938138603,0.0004861990100730526,0.0019567484578115494,0.0014680520442578828,1.9885496578340414,4.161338745206022,2.487598373485356,0.3088353495836085,0.9385274557471376,0.13373446836513672,0.16132235309541143,0.006595574242555464,0.006749340123852061,-0.04987530706613063,-0.04987530706613063,0.02774,quadratic,500,0.0,1.0,0.32,1000
0.20601,0.035926,0.016575360314643964,0.005380952942473816,0.08045900837165171,0.149778793700212,-0.456768222011422,0.0021905146315960274,0.0014695433582738121,0.010633050005320263,0.040904730787558116,0.26438876221957913,17.963,2.9386444153725026,0.03088332721712478,0.005877288830745006,0.0011466353525141798,0.0006976684891441649,0.0002915361046002932,0.0004973889214635733,0.001915772062035753,0.0014405887037046946,1.993152332433225,4.178632045787447,2.428478128638818,0.3146840197534065,0.9458754924367312,0.13399200449452128,0.16001893058672817,0.00619101181009423,0.006354439681999134,-97123312671.43074,-0.051297939054865016,0.02639,quadratic,500,0.0,1.0,0.33,1000
0.20327,0.035454000000000006,0.016100982580252946,0.005320528484871664,0.0792098321456828,0.15006849678094614,-0.45586508074883375,0.002134158332821515,0.0014544985596175162,0.010499130874312559,0.0410249495012556,0.26344437433997453,17.727,2.948638838515155,0.03158175264294241,0.00589727767703031,0.0011420499908735176,0.000672190454404048,0.0003257362299130852,0.0004966886238925955,0.001874916692771906,0.0014261905362591854,2.006901801122495,4.2332678431052475,2.3867816387647913,0.29814117751471614,0.9506114666245817,0.139527594746563,0.15619623033360971,0.006550456326707536,0.006432234215079202,-0.051868380096173027,-0.051868380096173027,0.026,quadratic,500,0.0,1.0,0.34,1000
0.19779000000000002,0.034532,0.015617480684483737,0.005252885231192018,0.07895991043270004,0.15211644941480415,-0.4566871571665598,0.0020993819006407104,0.0014470930026841036,0.010614196373126602,0.041905855516161925,0.264532155571253,17.266,2.886389440113721,0.030126664269381036,0.005772778880227442,0.0011526760639748227,0.0006613798043651511,0.0003522546205045314,0.0004797923127633362,0.0018554761977104877,0.0014195001994320284,2.0184732925099826,4.279634885933255,2.357804640891424,0.2921805175905049,0.9536973680003007,0.13645003299319755,0.16236044563817817,0.007022581624274361,0.006939051366403663,-0.04909855775112437,-0.04909855775112437,0.025130000000000003,quadratic,500,0.0,1.0,0.35000000000000003,1000
0.19622000000000003,0.03415000000000001,0.015234962149147078,0.0052066439657621364,0.07764224925668675,0.15246395214530414,-0.4545349817592443,0.0020558612564003436,0.001456364916398913,0.010477327776986765,0.04264611761050991,0.26238841667623036,17.075,2.984522574885303,0.03095660834135419,0.005969045149770607,0.0011903428899775735,0.0006630014722132877,0.00041545534066531953,0.0004954515174479516,0.0018237571847143994,0.0014292557750127059,2.0373170256769804,4.358319572645592,2.32432664486586,0.2940677983111823,0.9538697341533815,0.13545685682662326,0.16700701021524045,0.0069258278725338705,0.006926930093342472,-0.052543493686587284,-0.052543493686587284,0.025470000000000007,quadratic,500,0.0,1.0,0.36,1000
0.19359,0.033804,0.014879763416210076,0.005103666074258804,0.0768622522661815,0.1509781704608568,-0.45274470149649215,0.002024612853989782,0.001388554625270917,0.010458251221601229,0.04107663664864861,0.26107525141329657,16.902,2.912455321545723,0.0303580615323179,0.0058249106430914455,0.0011993904266627642,0.0006618563316414391,0.0004563636088781749,0.00046082570183489385,0.0018032054946673984,0.0013625072178733767,2.0399740931803483,4.3631744051216375,2.2747959058097496,0.29407128879170646,0.9581334946206539,0.14048093371199583,0.1528243859648052,0.0066158147051788956,0.006628602523231033,899690531273.509,-0.04939102809709314,0.02458,quadratic,500,0.0,1.0,0.37,1000
0.19105,0.033252000000000004,0.014570020107497316,0.005019490968555019,0.0762628636875023,0.1509530545096541,-0.44884837899518576,0.0019541005714614514,0.001390183004445396,0.010228215500975928,0.04180750043442184,0.25634146433013805,16.626,2.957046499465302,0.031115872155541454,0.005914092998930605,0.001135858217372915,0.0006262094661695396,0.0004114220459133306,0.0005256577952245599,0.0017418150855285754,0.0013649877148619906,2.0484504764917304,4.398075122983997,2.2344075184636067,0.2718324165184755,0.9452725173277386,0.13683384156211684,0.15700157904564635,0.006619064229788956,0.0068821995018396795,-0.04760632286024429,-0.04760632286024429,0.024790000000000003,quadratic,500,0.0,1.0,0.38,1000
0.18603,0.03241600000000001,0.014172813120445781,0.004970845323083592,0.07618563199723583,0.1533454258108216,-0.4498649590883558,0.0019446321540091784,0.0013886350504462017,0.010453325560442824,0.04283795195107977,0.2575183470917671,16.208,2.810113164981083,0.029290597467446788,0.005620226329962167,0.0011046047055580295,0.0006249131312299623,0.0004366911353292035,0.00046373439372345384,0.0017437635222620983,0.0013639257472201798,2.0602966545476757,4.447818698290086,2.206511604417807,0.2732010749796232,0.9577424612241909,0.13592787132422343,0.15938995064543107,0.006941838562617367,0.006902333711760102,-0.063373723786903,-0.063373723786903,0.023983983983983985,quadratic,500,0.0,1.0,0.39,1000
0.18385,0.032084,0.013872176284354892,0.004897509027232102,0.07545377364348595,0.15264646014312747,-0.44815339028022116,0.0019153293907891037,0.001361995469326726,0.010417891709486558,0.04245092473902027,0.25575703509477216,16.042,2.773488056581459,0.03001462143689305,0.005546976113162919,0.0011001766672798104,0.0006338525660615482,0.0004889079816887865,0.000513248796841256,0.0017228921159248853,0.0013380098746549063,2.0709450740880255,4.489880859182506,2.1732007358773306,0.2787960324307017,0.955090703338714,0.1409797555493989,0.1583962181292672,0.006554186386500733,0.006548524145952918,-0.04982797652824848,-0.04982797652824848,0.023463463463463466,quadratic,500,0.0,1.0,0.4,1000
