"N","qN","R","qR","phiN","Chi","Nu","Gamma","Mu","Sigc","taninv","K","sigK","M","sigM","error"
0.007618565327714149226604446,0.0006602366998725076233114911,0.1275558584318608,0.04114392733467931,0.1516962707039036533431355,0.5090139824886386,-0.017304099288120784,1,1,4.15,1,1.,0.1,1,0.1,2.827302399551521282165735e-18
0.007481853259942266291928846,0.0006356134152937195206098104,0.12540669661152704,0.040459397783338305,0.1519567571482852397855572,0.5089255614198241,-0.016926500238053387,1,1,4.2,1,1.,0.1,1,0.1,7.366969819546355953355293e-19
0.007349199934310034990101811,0.000612184212928676180354076,0.12328264893263297,0.039794053178960356,0.1522152930932894607266383,0.5088386378900192,-0.0165615258488315,1,1,4.25,1,1.,0.1,1,0.1,3.234988476047815135347922e-18
0.00722045667388274318340282,0.0005898838883570794162023608,0.1211824899876438,0.03914725621114509,0.1524720775993348353903814,0.5087533181015784,-0.016208624163426368,1,1,4.300000000000001,1,1.,0.1,1,0.1,5.938387197597655433939942e-19
0.007095466903133212142015067,0.0005686422771270552255781275,0.11910540166821781,0.0385183080340121,0.152727133041958075314997,0.508669466601911,-0.015867262845383517,1,1,4.3500000000000005,1,1.,0.1,1,0.1,3.726955579969397270838105e-18
0.006974099572478809788258775,0.0005484046870043040513517535,0.11705013358367988,0.0379066480689049,0.1529806852893467471779062,0.5085872273956951,-0.015536951137707863,1,1,4.4,1,1.,0.1,1,0.1,2.23742816700292737758456e-19
0.006856206721570013713739285,0.0005291061919240614992658957,0.11501607678966164,0.0373116011426219,0.1532326831589394236884149,0.5085063707937761,-0.015217208318754727,1,1,4.45,1,1.,0.1,1,0.1,1.010523815839627855114617e-17
0.00674167630193836463581873,0.000510703129484447783159047,0.11300185637531113,0.03673269696895036,0.1534834197201287803539953,0.5084271314980764,-0.014907599663288274,1,1,4.5,1,1.,0.1,1,0.1,6.959425588006759323242048e-18
0.006630382992281925305955094,0.0004931439695056335897463063,0.11100661474169848,0.036169376573082446,0.1537329657731692255097073,0.5083494454831056,-0.014607700570182722,1,1,4.550000000000001,1,1.,0.1,1,0.1,6.385978389502800712573437e-19
0.006522201093650371394432695,0.0004763759496156496168219437,0.10902976384047924,0.03562105496694541,0.1539812868728851734523166,0.508273111606009,-0.014317102888746117,1,1,4.6000000000000005,1,1.,0.1,1,0.1,6.516399370505779655889385e-18
0.006417032120545816506085962,0.0004603632712376900880053286,0.10707001299535335,0.03508732108645144,0.1542286514134828824807453,0.5081983300148124,-0.014035436437306861,1,1,4.65,1,1.,0.1,1,0.1,5.966521738128689892449323e-18
0.006314769464887362411940583,0.0004450641238402453359286234,0.10512652231743713,0.03456769245516081,0.1544751404267029321438481,0.5081250515904155,-0.013762339773403447,1,1,4.7,1,1.,0.1,1,0.1,2.136654809402668782328487e-18
0.006215313042658032069570504,0.0004304404352168294340297653,0.10319840260732327,0.03406172025799645,0.154720860102082685901552,0.5080532607212079,-0.013497471176579212,1,1,4.75,1,1.,0.1,1,0.1,3.85184533943809741466097e-20
0.006118556132048068974023073,0.0004164507298651203128738116,0.10128513704821163,0.033568907201773336,0.1549657708342782808671236,0.5079827582186166,-0.013240498433979573,1,1,4.800000000000001,1,1.,0.1,1,0.1,5.598327068206257017975216e-18
0.006024426291799059200445242,0.0004030712093061417083988798,0.09938526339455911,0.03308895664454929,0.1552102175200316508442533,0.5079138298491442,-0.012991125913007448,1,1,4.8500000000000005,1,1.,0.1,1,0.1,2.205907564788175231171819e-18
0.005932816191071255713517184,0.0003902600098427539985833035,0.09749859543750361,0.03262135138370375,0.1554540366964069009037849,0.5078461220394798,-0.012749046447900897,1,1,4.9,1,1.,0.1,1,0.1,3.360380989116914201794207e-17
0.005843668666354544550042021,0.0003780005093382879197061604,0.09562340585236251,0.03216587486975357,0.1556976764478691483359366,0.5077800405137206,-0.012513998761286805,1,1,4.95,1,1.,0.1,1,0.1,2.570308945633246719503388e-17
0.005756889159580764485796501,0.000366257120113728184556149,0.09375935812723613,0.031722074107517574,0.1559410382265014204441468,0.5077153114147092,-0.012285706948012568,1,1,5.,1,1.,0.1,1,0.1,3.407500449491276489604359e-17
0.00567240527300620630571024,0.000355005205666735137944965,0.09190548908133478,0.03128962589323714,0.1561842712852496778417546,0.5076519660383091,-0.012063920509578016,1,1,5.050000000000001,1,1.,0.1,1,0.1,5.071811052768655262871524e-17
0.01802551189512529732723392,0.002196283727383839167764613,-0.21028395675179046,0.12165407051300474,0.2484704363360683678893558,0.5622288272888343,-0.01699109080681265,1,1,5.1000000000000005,1,1.,0.1,1,0.1,1.321821651144039593349916e-23
